Vehicle_ID,Year,Month,Day,Distance,Weight,CO2_emissions
1463,2016,1,2,87,6,0.1131
1463,2016,1,2,63,7,0.0693
1467,2016,1,2,52,10,0.0364
1468,2016,1,2,72,5,0.108
1468,2016,1,2,61,6,0.0793
1469,2016,1,2,60,8,0.054
1469,2016,1,2,65,10,0.0455
1471,2016,1,2,46,7,0.0506
1473,2016,1,2,51,6,0.0663
1481,2016,1,2,67,8,0.0603
1482,2016,1,2,56,7,0.0616
1483,2016,1,2,77,8,0.0693
1487,2016,1,2,56,8,0.0504
1488,2016,1,2,65,8,0.0585
1524,2016,1,2,61,7,0.0671
1524,2016,1,2,55,8,0.0495
1525,2016,1,2,50,6,0.065
1526,2016,1,2,64,7,0.0704
1529,2016,1,2,39,6,0.0507
1531,2016,1,2,75,5,0.1125
1532,2016,1,2,51,5,0.0765
1546,2016,1,2,68,9,0.0544
1549,2016,1,2,55,8,0.0495
1551,2016,1,2,66,6,0.0858
1553,2016,1,2,86,8,0.0774
1556,2016,1,2,44,10,0.0308
1557,2016,1,2,66,7,0.0726
1559,2016,1,2,65,6,0.0845
1561,2016,1,2,78,6,0.1014
1562,2016,1,2,65,10,0.0455
1564,2016,1,2,51,7,0.0561
1565,2016,1,2,68,5,0.102
1565,2016,1,2,70,10,0.049
1571,2016,1,2,56,6,0.0728
1581,2016,1,2,50,10,0.035
1585,2016,1,2,74,6,0.0962
1585,2016,1,2,64,6,0.0832
1587,2016,1,2,62,6,0.0806
1588,2016,1,2,66,8,0.0594
1588,2016,1,2,72,10,0.0504
1589,2016,1,2,49,9,0.0392
1589,2016,1,2,58,9,0.0464
1593,2016,1,2,61,7,0.0671
1593,2016,1,2,66,6,0.0858
1593,2016,1,2,50,8,0.045
1594,2016,1,2,80,10,0.056
1594,2016,1,2,54,8,0.0486
1594,2016,1,2,56,5,0.084
1595,2016,1,2,56,7,0.0616
1598,2016,1,2,67,8,0.0603
1606,2016,1,2,71,7,0.0781
1608,2016,1,2,67,5,0.1005
1619,2016,1,2,55,7,0.0605
1621,2016,1,2,47,5,0.0705
1621,2016,1,2,52,8,0.0468
1622,2016,1,2,64,6,0.0832
1629,2016,1,2,48,9,0.0384
1629,2016,1,2,71,7,0.0781
1629,2016,1,2,66,9,0.0528
1630,2016,1,2,65,5,0.0975
1631,2016,1,2,66,9,0.0528
1635,2016,1,2,68,6,0.0884
1635,2016,1,2,55,10,0.0385
1635,2016,1,2,31,10,0.0217
1636,2016,1,2,69,9,0.0552
1636,2016,1,2,75,5,0.1125
1636,2016,1,2,70,10,0.049
1637,2016,1,2,82,9,0.0656
1640,2016,1,2,51,8,0.0459
1642,2016,1,2,50,10,0.035
1642,2016,1,2,86,5,0.129
1644,2016,1,2,64,10,0.0448
1644,2016,1,2,72,9,0.0576
1644,2016,1,2,62,5,0.093
1645,2016,1,2,57,5,0.0855
1645,2016,1,2,73,10,0.0511
1645,2016,1,2,69,7,0.0759
1645,2016,1,2,45,7,0.0495
1646,2016,1,2,61,5,0.0915
1647,2016,1,2,68,8,0.0612
1649,2016,1,2,52,9,0.0416
1651,2016,1,2,67,7,0.0737
1651,2016,1,2,50,5,0.075
1652,2016,1,2,64,5,0.096
1655,2016,1,2,49,8,0.0441
1660,2016,1,2,85,8,0.0765
1661,2016,1,2,65,9,0.052
1661,2016,1,2,44,6,0.0572
1664,2016,1,2,63,5,0.0945
1664,2016,1,2,65,8,0.0585
1665,2016,1,2,58,8,0.0522
1666,2016,1,2,67,10,0.0469
1667,2016,1,2,42,10,0.0294
1667,2016,1,2,54,6,0.0702
1721,2016,1,2,79,9,0.0632
1721,2016,1,2,56,5,0.084
1723,2016,1,2,73,10,0.0511
1723,2016,1,2,55,9,0.044
1724,2016,1,2,56,7,0.0616
1726,2016,1,2,88,6,0.1144
1733,2016,1,2,63,5,0.0945
1733,2016,1,2,66,5,0.099
1733,2016,1,2,43,8,0.0387
1734,2016,1,2,62,7,0.0682
1735,2016,1,2,55,5,0.0825
1736,2016,1,2,58,5,0.087
1736,2016,1,2,47,6,0.0611
1737,2016,1,2,65,10,0.0455
1739,2016,1,2,58,6,0.0754
1740,2016,1,2,52,6,0.0676
1742,2016,1,2,55,7,0.0605
1742,2016,1,2,68,5,0.102
1751,2016,1,2,65,8,0.0585
1752,2016,1,2,60,7,0.066
1752,2016,1,2,69,10,0.0483
1759,2016,1,2,48,7,0.0528
1760,2016,1,2,68,6,0.0884
1761,2016,1,2,35,10,0.0245
1764,2016,1,2,52,10,0.0364
1766,2016,1,2,60,9,0.048
1767,2016,1,2,69,8,0.0621
1767,2016,1,2,64,9,0.0512
1779,2016,1,2,53,7,0.0583
1780,2016,1,2,58,8,0.0522
1780,2016,1,2,53,7,0.0583
1782,2016,1,2,80,6,0.104
1783,2016,1,2,57,6,0.0741
1784,2016,1,2,50,5,0.075
1785,2016,1,2,51,5,0.0765
1789,2016,1,2,70,9,0.056
1791,2016,1,2,74,8,0.0666
1792,2016,1,2,27,5,0.0405
1794,2016,1,2,42,7,0.0462
1794,2016,1,2,64,7,0.0704
1817,2016,1,2,72,7,0.0792
1817,2016,1,2,57,6,0.0741
1818,2016,1,2,54,8,0.0486
1818,2016,1,2,83,5,0.1245
14303,2016,1,2,62,8,0.0558
14307,2016,1,2,64,10,0.0448
14317,2016,1,2,38,9,0.0304
14346,2016,1,2,75,7,0.0825
14346,2016,1,2,66,8,0.0594
14347,2016,1,2,39,5,0.0585
14361,2016,1,2,53,10,0.0371
14361,2016,1,2,57,5,0.0855
14361,2016,1,2,70,10,0.049
14368,2016,1,2,59,8,0.0531
14398,2016,1,2,45,5,0.0675
14400,2016,1,2,90,6,0.117
14400,2016,1,2,77,10,0.0539
14403,2016,1,2,64,9,0.0512
14404,2016,1,2,36,6,0.0468
14405,2016,1,2,49,7,0.0539
14406,2016,1,2,45,7,0.0495
14406,2016,1,2,63,8,0.0567
14407,2016,1,2,50,9,0.04
14411,2016,1,2,52,10,0.0364
14413,2016,1,2,60,5,0.09
14418,2016,1,2,60,7,0.066
14419,2016,1,2,54,6,0.0702
14424,2016,1,2,53,5,0.0795
14426,2016,1,2,76,7,0.0836
14426,2016,1,2,62,9,0.0496
14427,2016,1,2,74,6,0.0962
14427,2016,1,2,69,7,0.0759
14431,2016,1,2,58,7,0.0638
14431,2016,1,2,73,10,0.0511
14432,2016,1,2,64,7,0.0704
14433,2016,1,2,68,7,0.0748
14434,2016,1,2,58,9,0.0464
14436,2016,1,2,83,6,0.1079
14437,2016,1,2,65,5,0.0975
14444,2016,1,2,53,6,0.0689
14445,2016,1,2,63,5,0.0945
14445,2016,1,2,65,6,0.0845
14446,2016,1,2,55,6,0.0715
14447,2016,1,2,42,9,0.0336
14450,2016,1,2,65,10,0.0455
14451,2016,1,2,68,7,0.0748
14467,2016,1,2,67,5,0.1005
14467,2016,1,2,56,9,0.0448
14468,2016,1,2,55,6,0.0715
14471,2016,1,2,49,10,0.0343
14472,2016,1,2,50,5,0.075
14472,2016,1,2,76,9,0.0608
14473,2016,1,2,56,10,0.0392
14480,2016,1,2,45,8,0.0405
14484,2016,1,2,74,5,0.111
14489,2016,1,2,60,9,0.048
14500,2016,1,2,51,8,0.0459
14517,2016,1,2,54,9,0.0432
14533,2016,1,2,52,6,0.0676
14533,2016,1,2,60,9,0.048
14544,2016,1,2,54,6,0.0702
14545,2016,1,2,53,5,0.0795
14547,2016,1,2,60,10,0.042
14547,2016,1,2,62,6,0.0806
14563,2016,1,2,46,10,0.0322
14563,2016,1,2,53,9,0.0424
14563,2016,1,2,49,10,0.0343
14586,2016,1,2,75,10,0.0525
14586,2016,1,2,65,5,0.0975
14603,2016,1,2,45,6,0.0585
14620,2016,1,2,63,6,0.0819
14620,2016,1,2,76,8,0.0684
14621,2016,1,2,74,6,0.0962
14621,2016,1,2,61,5,0.0915
14621,2016,1,2,65,7,0.0715
14623,2016,1,2,29,9,0.0232
14623,2016,1,2,56,5,0.084
14623,2016,1,2,52,8,0.0468
14628,2016,1,2,53,7,0.0583
14628,2016,1,2,63,6,0.0819
14629,2016,1,2,44,8,0.0396
14629,2016,1,2,50,5,0.075
14639,2016,1,2,59,9,0.0472
14640,2016,1,2,76,7,0.0836
14644,2016,1,2,73,7,0.0803
14646,2016,1,2,60,10,0.042
14647,2016,1,2,53,8,0.0477
14647,2016,1,2,52,5,0.078
14647,2016,1,2,79,6,0.1027
14648,2016,1,2,83,5,0.1245
14648,2016,1,2,73,8,0.0657
14649,2016,1,2,61,9,0.0488
14649,2016,1,2,65,8,0.0585
14651,2016,1,2,70,10,0.049
14651,2016,1,2,72,7,0.0792
14652,2016,1,2,52,7,0.0572
14653,2016,1,2,60,6,0.078
14700,2016,1,2,51,5,0.0765
14709,2016,1,2,60,7,0.066
14709,2016,1,2,68,8,0.0612
14709,2016,1,2,64,7,0.0704
14710,2016,1,2,64,5,0.096
14711,2016,1,2,64,6,0.0832
14715,2016,1,2,63,8,0.0567
14719,2016,1,2,64,6,0.0832
14750,2016,1,2,43,7,0.0473
14772,2016,1,2,55,8,0.0495
14778,2016,1,2,62,5,0.093
14778,2016,1,2,66,8,0.0594
14778,2016,1,2,69,10,0.0483
14779,2016,1,2,70,7,0.077
14780,2016,1,2,76,8,0.0684
801,2016,1,3,47,7,0.0517
811,2016,1,3,59,7,0.0649
863,2016,1,3,59,10,0.0413
864,2016,1,3,66,10,0.0462
872,2016,1,3,62,7,0.0682
911,2016,1,3,49,10,0.0343
911,2016,1,3,63,10,0.0441
916,2016,1,3,64,5,0.096
931,2016,1,3,62,5,0.093
953,2016,1,3,48,10,0.0336
955,2016,1,3,69,6,0.0897
957,2016,1,3,51,9,0.0408
1205,2016,1,3,70,10,0.049
1206,2016,1,3,51,7,0.0561
1208,2016,1,3,51,6,0.0663
1219,2016,1,3,60,5,0.09
1221,2016,1,3,80,9,0.064
1223,2016,1,3,37,8,0.0333
1223,2016,1,3,56,8,0.0504
1223,2016,1,3,50,8,0.045
1246,2016,1,3,67,5,0.1005
1251,2016,1,3,81,5,0.1215
1252,2016,1,3,61,5,0.0915
1281,2016,1,3,64,8,0.0576
1302,2016,1,3,66,5,0.099
1303,2016,1,3,79,6,0.1027
1308,2016,1,3,62,7,0.0682
1321,2016,1,3,46,7,0.0506
1321,2016,1,3,55,7,0.0605
1322,2016,1,3,74,7,0.0814
1322,2016,1,3,58,10,0.0406
1324,2016,1,3,56,7,0.0616
1325,2016,1,3,51,10,0.0357
1325,2016,1,3,48,8,0.0432
1326,2016,1,3,61,5,0.0915
1328,2016,1,3,93,10,0.0651
1331,2016,1,3,42,5,0.063
1344,2016,1,3,73,6,0.0949
1345,2016,1,3,36,8,0.0324
1363,2016,1,3,64,7,0.0704
1364,2016,1,3,69,8,0.0621
1365,2016,1,3,54,8,0.0486
1370,2016,1,3,67,5,0.1005
1385,2016,1,3,56,9,0.0448
1388,2016,1,3,42,5,0.063
1389,2016,1,3,77,7,0.0847
1389,2016,1,3,53,7,0.0583
1389,2016,1,3,46,8,0.0414
1390,2016,1,3,65,8,0.0585
1393,2016,1,3,46,9,0.0368
1409,2016,1,3,50,6,0.065
1409,2016,1,3,51,8,0.0459
1410,2016,1,3,66,6,0.0858
1412,2016,1,3,72,6,0.0936
1419,2016,1,3,51,10,0.0357
1420,2016,1,3,58,5,0.087
1423,2016,1,3,78,6,0.1014
1439,2016,1,3,59,8,0.0531
1441,2016,1,3,71,6,0.0923
1457,2016,1,3,47,6,0.0611
1462,2016,1,3,74,10,0.0518
1465,2016,1,3,56,6,0.0728
1467,2016,1,3,64,6,0.0832
1467,2016,1,3,64,7,0.0704
1469,2016,1,3,57,9,0.0456
1480,2016,1,3,55,6,0.0715
1482,2016,1,3,61,10,0.0427
1487,2016,1,3,38,6,0.0494
1488,2016,1,3,43,9,0.0344
1529,2016,1,3,77,5,0.1155
1530,2016,1,3,53,7,0.0583
1530,2016,1,3,38,9,0.0304
1531,2016,1,3,78,9,0.0624
1531,2016,1,3,53,5,0.0795
1532,2016,1,3,66,9,0.0528
1553,2016,1,3,67,6,0.0871
1553,2016,1,3,44,10,0.0308
1553,2016,1,3,50,5,0.075
1553,2016,1,3,57,9,0.0456
1554,2016,1,3,61,6,0.0793
1562,2016,1,3,61,9,0.0488
1567,2016,1,3,54,10,0.0378
1575,2016,1,3,63,5,0.0945
1582,2016,1,3,60,10,0.042
1583,2016,1,3,43,9,0.0344
1585,2016,1,3,47,5,0.0705
1588,2016,1,3,77,7,0.0847
1588,2016,1,3,66,10,0.0462
1589,2016,1,3,60,9,0.048
1589,2016,1,3,56,10,0.0392
1589,2016,1,3,65,9,0.052
1589,2016,1,3,55,9,0.044
1593,2016,1,3,61,8,0.0549
1594,2016,1,3,70,6,0.091
1595,2016,1,3,49,7,0.0539
1595,2016,1,3,51,8,0.0459
1596,2016,1,3,47,10,0.0329
1603,2016,1,3,63,10,0.0441
1603,2016,1,3,60,8,0.054
1619,2016,1,3,52,5,0.078
1619,2016,1,3,60,6,0.078
1620,2016,1,3,47,5,0.0705
1621,2016,1,3,67,6,0.0871
1623,2016,1,3,57,10,0.0399
1631,2016,1,3,60,10,0.042
1636,2016,1,3,69,10,0.0483
1637,2016,1,3,61,10,0.0427
1638,2016,1,3,59,10,0.0413
1641,2016,1,3,49,8,0.0441
1643,2016,1,3,68,5,0.102
1643,2016,1,3,50,5,0.075
1644,2016,1,3,51,8,0.0459
1644,2016,1,3,45,9,0.036
1645,2016,1,3,42,9,0.0336
1645,2016,1,3,66,10,0.0462
1645,2016,1,3,58,10,0.0406
1646,2016,1,3,51,8,0.0459
1648,2016,1,3,66,10,0.0462
1651,2016,1,3,51,7,0.0561
1654,2016,1,3,62,10,0.0434
1655,2016,1,3,62,8,0.0558
1660,2016,1,3,56,8,0.0504
1661,2016,1,3,54,5,0.081
1662,2016,1,3,70,7,0.077
1667,2016,1,3,63,5,0.0945
1719,2016,1,3,65,5,0.0975
1725,2016,1,3,55,9,0.044
1733,2016,1,3,77,10,0.0539
1742,2016,1,3,68,6,0.0884
1742,2016,1,3,58,10,0.0406
1752,2016,1,3,60,7,0.066
1754,2016,1,3,74,5,0.111
1754,2016,1,3,69,5,0.1035
1761,2016,1,3,42,8,0.0378
1762,2016,1,3,55,8,0.0495
1764,2016,1,3,67,9,0.0536
1765,2016,1,3,48,8,0.0432
1780,2016,1,3,66,6,0.0858
1785,2016,1,3,64,7,0.0704
1789,2016,1,3,57,6,0.0741
1791,2016,1,3,68,6,0.0884
1793,2016,1,3,50,10,0.035
1794,2016,1,3,50,7,0.055
1794,2016,1,3,67,5,0.1005
1794,2016,1,3,74,7,0.0814
1819,2016,1,3,42,7,0.0462
14316,2016,1,3,74,8,0.0666
14346,2016,1,3,74,6,0.0962
14347,2016,1,3,50,7,0.055
14361,2016,1,3,48,6,0.0624
14400,2016,1,3,50,10,0.035
14402,2016,1,3,49,10,0.0343
14403,2016,1,3,48,6,0.0624
14403,2016,1,3,60,6,0.078
14404,2016,1,3,42,5,0.063
14405,2016,1,3,61,8,0.0549
14406,2016,1,3,52,6,0.0676
14413,2016,1,3,43,10,0.0301
14414,2016,1,3,65,5,0.0975
14415,2016,1,3,51,8,0.0459
14417,2016,1,3,46,7,0.0506
14418,2016,1,3,62,6,0.0806
14431,2016,1,3,55,9,0.044
14431,2016,1,3,64,7,0.0704
14432,2016,1,3,48,10,0.0336
14433,2016,1,3,65,7,0.0715
14433,2016,1,3,63,9,0.0504
14433,2016,1,3,65,8,0.0585
14434,2016,1,3,48,8,0.0432
14434,2016,1,3,53,10,0.0371
14437,2016,1,3,60,6,0.078
14444,2016,1,3,63,7,0.0693
14445,2016,1,3,61,6,0.0793
14445,2016,1,3,62,10,0.0434
14445,2016,1,3,57,8,0.0513
14446,2016,1,3,53,7,0.0583
14447,2016,1,3,50,8,0.045
14450,2016,1,3,49,10,0.0343
14451,2016,1,3,56,9,0.0448
14452,2016,1,3,74,5,0.111
14467,2016,1,3,52,8,0.0468
14468,2016,1,3,46,5,0.069
14473,2016,1,3,63,6,0.0819
14484,2016,1,3,64,9,0.0512
14489,2016,1,3,40,5,0.06
14501,2016,1,3,63,9,0.0504
14517,2016,1,3,72,9,0.0576
14543,2016,1,3,42,10,0.0294
14545,2016,1,3,56,6,0.0728
14546,2016,1,3,56,9,0.0448
14563,2016,1,3,54,10,0.0378
14586,2016,1,3,60,8,0.054
14603,2016,1,3,68,6,0.0884
14620,2016,1,3,54,5,0.081
14620,2016,1,3,59,9,0.0472
14621,2016,1,3,49,5,0.0735
14623,2016,1,3,55,6,0.0715
14623,2016,1,3,80,5,0.12
14625,2016,1,3,51,9,0.0408
14628,2016,1,3,65,8,0.0585
14630,2016,1,3,66,5,0.099
14640,2016,1,3,63,8,0.0567
14640,2016,1,3,67,7,0.0737
14643,2016,1,3,59,10,0.0413
14644,2016,1,3,61,5,0.0915
14645,2016,1,3,60,7,0.066
14645,2016,1,3,69,8,0.0621
14647,2016,1,3,62,9,0.0496
14647,2016,1,3,69,10,0.0483
14651,2016,1,3,77,5,0.1155
14651,2016,1,3,60,10,0.042
14696,2016,1,3,58,9,0.0464
14696,2016,1,3,54,8,0.0486
14697,2016,1,3,57,10,0.0399
14698,2016,1,3,53,5,0.0795
14700,2016,1,3,61,5,0.0915
14709,2016,1,3,52,10,0.0364
14710,2016,1,3,61,10,0.0427
14710,2016,1,3,48,7,0.0528
14750,2016,1,3,47,10,0.0329
14778,2016,1,3,43,9,0.0344
14778,2016,1,3,66,5,0.099
14779,2016,1,3,62,5,0.093
705,2016,1,4,74,6,0.0962
779,2016,1,4,51,5,0.0765
780,2016,1,4,74,7,0.0814
833,2016,1,4,78,8,0.0702
858,2016,1,4,75,10,0.0525
863,2016,1,4,46,6,0.0598
868,2016,1,4,49,5,0.0735
868,2016,1,4,76,10,0.0532
869,2016,1,4,58,8,0.0522
873,2016,1,4,71,6,0.0923
879,2016,1,4,69,9,0.0552
880,2016,1,4,63,5,0.0945
881,2016,1,4,62,6,0.0806
889,2016,1,4,64,5,0.096
908,2016,1,4,68,9,0.0544
909,2016,1,4,57,10,0.0399
911,2016,1,4,76,10,0.0532
913,2016,1,4,55,7,0.0605
913,2016,1,4,67,7,0.0737
915,2016,1,4,65,7,0.0715
915,2016,1,4,74,10,0.0518
931,2016,1,4,63,8,0.0567
931,2016,1,4,73,7,0.0803
933,2016,1,4,35,7,0.0385
986,2016,1,4,50,5,0.075
987,2016,1,4,40,10,0.028
1011,2016,1,4,47,7,0.0517
1011,2016,1,4,61,9,0.0488
1021,2016,1,4,39,8,0.0351
1024,2016,1,4,61,6,0.0793
1031,2016,1,4,50,9,0.04
1041,2016,1,4,65,6,0.0845
1055,2016,1,4,60,10,0.042
1055,2016,1,4,70,10,0.049
1065,2016,1,4,63,5,0.0945
1079,2016,1,4,81,6,0.1053
1206,2016,1,4,70,6,0.091
1206,2016,1,4,56,7,0.0616
1207,2016,1,4,45,6,0.0585
1207,2016,1,4,45,9,0.036
1207,2016,1,4,60,6,0.078
1208,2016,1,4,62,5,0.093
1210,2016,1,4,60,5,0.09
1213,2016,1,4,59,8,0.0531
1215,2016,1,4,37,9,0.0296
1216,2016,1,4,50,5,0.075
1218,2016,1,4,54,6,0.0702
1224,2016,1,4,73,7,0.0803
1225,2016,1,4,67,10,0.0469
1226,2016,1,4,53,7,0.0583
1240,2016,1,4,53,7,0.0583
1241,2016,1,4,58,7,0.0638
1242,2016,1,4,68,5,0.102
1243,2016,1,4,72,5,0.108
1243,2016,1,4,67,5,0.1005
1245,2016,1,4,82,5,0.123
1249,2016,1,4,72,10,0.0504
1249,2016,1,4,61,10,0.0427
1250,2016,1,4,67,5,0.1005
1251,2016,1,4,57,7,0.0627
1252,2016,1,4,63,5,0.0945
1253,2016,1,4,52,10,0.0364
1287,2016,1,4,48,7,0.0528
1288,2016,1,4,54,7,0.0594
1290,2016,1,4,60,5,0.09
1290,2016,1,4,59,5,0.0885
1291,2016,1,4,75,7,0.0825
1302,2016,1,4,59,6,0.0767
1303,2016,1,4,55,8,0.0495
1308,2016,1,4,53,9,0.0424
1309,2016,1,4,57,6,0.0741
1311,2016,1,4,76,8,0.0684
1311,2016,1,4,76,7,0.0836
1312,2016,1,4,71,10,0.0497
1312,2016,1,4,55,8,0.0495
1313,2016,1,4,57,10,0.0399
1313,2016,1,4,52,9,0.0416
1313,2016,1,4,61,8,0.0549
1322,2016,1,4,43,9,0.0344
1322,2016,1,4,64,5,0.096
1324,2016,1,4,60,9,0.048
1324,2016,1,4,66,5,0.099
1324,2016,1,4,52,6,0.0676
1325,2016,1,4,63,6,0.0819
1327,2016,1,4,64,10,0.0448
1328,2016,1,4,81,6,0.1053
1329,2016,1,4,62,7,0.0682
1345,2016,1,4,62,7,0.0682
1345,2016,1,4,51,9,0.0408
1362,2016,1,4,57,8,0.0513
1363,2016,1,4,57,9,0.0456
1364,2016,1,4,49,5,0.0735
1364,2016,1,4,44,8,0.0396
1366,2016,1,4,60,9,0.048
1366,2016,1,4,40,8,0.036
1369,2016,1,4,69,7,0.0759
1370,2016,1,4,73,9,0.0584
1370,2016,1,4,44,6,0.0572
1371,2016,1,4,50,8,0.045
1372,2016,1,4,61,7,0.0671
1382,2016,1,4,75,10,0.0525
1384,2016,1,4,57,7,0.0627
1385,2016,1,4,70,5,0.105
1385,2016,1,4,67,6,0.0871
1391,2016,1,4,74,6,0.0962
1391,2016,1,4,67,5,0.1005
1393,2016,1,4,54,9,0.0432
1393,2016,1,4,57,5,0.0855
1409,2016,1,4,78,10,0.0546
1410,2016,1,4,57,6,0.0741
1410,2016,1,4,55,6,0.0715
1410,2016,1,4,62,10,0.0434
1411,2016,1,4,70,5,0.105
1411,2016,1,4,75,7,0.0825
1414,2016,1,4,57,6,0.0741
1414,2016,1,4,64,8,0.0576
1415,2016,1,4,60,8,0.054
1415,2016,1,4,50,9,0.04
1415,2016,1,4,51,6,0.0663
1417,2016,1,4,54,9,0.0432
1419,2016,1,4,54,10,0.0378
1420,2016,1,4,62,8,0.0558
1420,2016,1,4,69,7,0.0759
1422,2016,1,4,53,5,0.0795
1435,2016,1,4,58,9,0.0464
1435,2016,1,4,69,7,0.0759
1436,2016,1,4,50,7,0.055
1437,2016,1,4,45,8,0.0405
1437,2016,1,4,77,10,0.0539
1438,2016,1,4,65,6,0.0845
1439,2016,1,4,66,8,0.0594
1441,2016,1,4,72,9,0.0576
